"brain__g1"	"heart__g2"	"kidney__g3"	"liver__g4"	"skeletal.muscle.organ__g5"
"ENSGALG00000026446"	426	20	11	10	2
"ENSGALG00000026449"	497	108	54	27	104
"ENSGALG00000026452"	680	5	1	0	6247
"ENSGALG00000026460"	1067	42	13	20	39
"ENSGALG00000026471"	1431	15356	1021	374	125
"ENSGALG00000026518"	3138	77	68	12	2
"ENSGALG00000026536"	1	155	1	0	1105
"ENSGALG00000026553"	92	22267	38	14	63813
"ENSGALG00000026572"	1069	5757	1302	1247	820
"ENSGALG00000026594"	345	0	1	0	78
"ENSGALG00000026600"	276	664	231	19	44
"ENSGALG00000026605"	315	310	73	9	3503
"ENSGALG00000026631"	0	0	386	0	181
"ENSGALG00000026638"	676	1	13	10	3
"ENSGALG00000026661"	259	2406	289	87	1738
"ENSGALG00000026677"	37	21	104	2150	1
"ENSGALG00000026716"	2249	23	25	42	3
"ENSGALG00000026727"	136	1	2	551	0
"ENSGALG00000026741"	619	146	204	23	73
"ENSGALG00000026757"	115	23	58	772	16
"ENSGALG00000026780"	279	42	71	14	48
"ENSGALG00000026808"	18	2	522	0	0
"ENSGALG00000026816"	475	33	159	43	13
"ENSGALG00000026820"	1201	181	233	114	327
"ENSGALG00000026834"	166	818	1781	523	63
"ENSGALG00000026862"	59	82	3647	4914	41
"ENSGALG00000026864"	144	335	47	49	1589
"ENSGALG00000026875"	4	1512	0	0	1153
"ENSGALG00000026902"	505	76	51	21	5
"ENSGALG00000026903"	928	1	1	0	1
"ENSGALG00000026945"	2	37	390	375	6
"ENSGALG00000026948"	4356	237	150	58	11
"ENSGALG00000026952"	6	567	2	3	0
"ENSGALG00000026955"	1749	28	7	0	0
"ENSGALG00000026957"	299	47	1363	463	30
"ENSGALG00000026973"	1526	60	134	53	7
"ENSGALG00000026989"	0	6	437	9	1643
"ENSGALG00000027036"	289	56	248	3	9
"ENSGALG00000027070"	4149	2188	14869	987	1083
"ENSGALG00000027166"	1	147	6	563	34
"ENSGALG00000027192"	703	1	2	0	7
"ENSGALG00000027198"	1023	571	27	17	197
"ENSGALG00000027207"	43	606	30	7	13
"ENSGALG00000027240"	1907	119	1320	300	133
"ENSGALG00000027255"	2333	34	7	3	5
"ENSGALG00000027258"	1578	152	608	107	32
"ENSGALG00000027265"	357	1	0	0	0
"ENSGALG00000027323"	0	1924	0	0	5372
"ENSGALG00000027353"	23	2843	2	2	9758
"ENSGALG00000027365"	1215	306	122	66	291
"ENSGALG00000027389"	935	216	4	6	11
"ENSGALG00000027415"	82	21	29	275	77
"ENSGALG00000027423"	1072	6	5019	7	11
"ENSGALG00000027492"	47	318	52	12	5
"ENSGALG00000027494"	525	3	508	9	0
"ENSGALG00000027501"	195	1080	19298	4762	109
"ENSGALG00000027512"	444	429	112	24	21
"ENSGALG00000027513"	0	0	768	0	2
"ENSGALG00000027533"	156	128	609	70	19
"ENSGALG00000027534"	535	254	235	2559	150
"ENSGALG00000027565"	276	334	7	1	1
"ENSGALG00000027583"	2	9118	11	4	8
"ENSGALG00000027629"	5416	127	66	63	16
"ENSGALG00000027632"	239	321	227	54	1936
"ENSGALG00000027641"	1809	382	330	189	138
"ENSGALG00000027643"	3	337	0	0	0
"ENSGALG00000027645"	273	80	34	4	21
"ENSGALG00000027665"	2535	364	276	106	522
"ENSGALG00000027695"	44	431	55	23	19
"ENSGALG00000027696"	33	45	261	134	10
"ENSGALG00000027716"	11	41	340	2874	18
"ENSGALG00000027742"	5	523	2	0	86
"ENSGALG00000027771"	1	1	2	5	15956
"ENSGALG00000027778"	86	1208	87	11	68
"ENSGALG00000027788"	14255	69	42	10	86
"ENSGALG00000027822"	40	76	505	81	18
"ENSGALG00000027835"	410	96	1499	2472	39
"ENSGALG00000027853"	3563	51	88	6	35
"ENSGALG00000027868"	1025	21	39	16	0
"ENSGALG00000027872"	36	287	706	1209	8464
"ENSGALG00000027897"	353	7	6	3	0
"ENSGALG00000027907"	941	94	463	245	15
"ENSGALG00000027908"	119	19	82	524	57
"ENSGALG00000027918"	3858	779	1545	531	247
"ENSGALG00000027920"	4502	80	42	45	10
"ENSGALG00000027925"	0	8	251	15	51
"ENSGALG00000027932"	379	72	101	39	34
"ENSGALG00000027965"	883	1	2	2	0
"ENSGALG00000028015"	75	60	260	24	52
"ENSGALG00000028046"	623	382	3544	2085	222
"ENSGALG00000028063"	18	267	17	3	48
"ENSGALG00000028140"	746	15	110	12	494
"ENSGALG00000028174"	386	2554	346	165	347
"ENSGALG00000028183"	65	3332	8	4	0
"ENSGALG00000028186"	343	98	26	1	4
"ENSGALG00000028203"	1598	186	232	173	146
"ENSGALG00000028210"	108	0	4	0	533
"ENSGALG00000028225"	26	4	55	379	5
"ENSGALG00000028318"	1444	215	90	108	1451
"ENSGALG00000028326"	13	8	4243	11	4
"ENSGALG00000028327"	565	14	10	6	4
"ENSGALG00000028345"	755	1	5	2	1
"ENSGALG00000028375"	815	89	353	71	37
"ENSGALG00000028444"	715	91	16	5	20
"ENSGALG00000028451"	864	28	828	108	189
"ENSGALG00000028478"	1241	19	3	0	1
"ENSGALG00000028501"	636	88	76	20	41
"ENSGALG00000028506"	1251	847	106	54	70
"ENSGALG00000028551"	195	145	1878	182	162
"ENSGALG00000028560"	6	779	65	12	123
"ENSGALG00000028565"	7889	1759	430	166	340
"ENSGALG00000028567"	74	7380	1521	242	1155
"ENSGALG00000028568"	496	107	111	22	107
"ENSGALG00000028570"	0	1	2026	958	0
"ENSGALG00000028602"	19130	24	31	1	19
"ENSGALG00000028612"	1	4	1	0	521
"ENSGALG00000028629"	0	0	4	543	0
"ENSGALG00000028673"	29	17	411	6	5
"ENSGALG00000028681"	11	64	163	877	12
"ENSGALG00000028685"	1039	128	2131	51	21
"ENSGALG00000028709"	251	88	71	10	10
"ENSGALG00000028759"	66	143	338	0	1
"ENSGALG00000028801"	3460	712	321	681	328
"ENSGALG00000028807"	526	95	994	249	32
"ENSGALG00000028822"	119	69	542	45	12
"ENSGALG00000028866"	245	219	2008	682	57
"ENSGALG00000028871"	478	600	1278	4319	315
"ENSGALG00000028886"	0	12	0	1493	0
"ENSGALG00000028928"	658	78	311	3736	10
"ENSGALG00000028949"	234	2157	63	65	2773
"ENSGALG00000028975"	1399	309	529	1	123
"ENSGALG00000028988"	0	4	5	738	0
"ENSGALG00000029011"	440	30	6	0	4
"ENSGALG00000029015"	9	0	2047	1082	1
"ENSGALG00000029022"	418	25	14	8	17
"ENSGALG00000029024"	0	429	435	39	0
"ENSGALG00000029047"	165	857	378	60	90
"ENSGALG00000029150"	934	1317	112	10	24506
"ENSGALG00000029151"	4873	29	16	0	5
"ENSGALG00000029166"	57	26	255	48	13
"ENSGALG00000029168"	42	3	7109	31	18
"ENSGALG00000029175"	455	159	63	11	106
"ENSGALG00000029197"	3536	728	76	7	24
"ENSGALG00000029235"	1380	5	15	1	2
"ENSGALG00000029244"	3058	680	496	342	210
"ENSGALG00000029261"	18977	2718	2836	1413	7096
"ENSGALG00000029270"	12	37	505	25	0
"ENSGALG00000029276"	5841	997	881	256	139
"ENSGALG00000029298"	372	172	1329	6117	77
"ENSGALG00000029378"	162	450	153	38	33
"ENSGALG00000029392"	284	2	1	0	0
"ENSGALG00000029401"	22	51	52	9	811
"ENSGALG00000029424"	2654	129	16	13	965
"ENSGALG00000029445"	129	0	7	721	0
"ENSGALG00000029494"	435	116	86	17	12
"ENSGALG00000029509"	1535	47	8	1	3
"ENSGALG00000029512"	26082	9367	6687	2275	2134
"ENSGALG00000029514"	4887	643	271	195	137
"ENSGALG00000029571"	937	125	122	35	42
"ENSGALG00000029606"	2	15	3	2	407011
"ENSGALG00000029624"	228	660	5968	1927	274
"ENSGALG00000029632"	55	62	370	139	4
"ENSGALG00000029652"	1164	343	240	64	70
"ENSGALG00000029659"	44	41	1592	340	74
"ENSGALG00000029669"	196	257	170	1475	59
"ENSGALG00000029694"	320	2351	484	35	3212
"ENSGALG00000029709"	1742	260	142	125	158
"ENSGALG00000029724"	391	13	230	77	2
"ENSGALG00000029731"	892	1238	12562	1636	217
"ENSGALG00000029747"	956	404	176	50	46
"ENSGALG00000029788"	916	4	3	8	2
"ENSGALG00000029795"	651	7	13	3	0
"ENSGALG00000029819"	4712	35	162	81	22
"ENSGALG00000029827"	3	1	23987	482	105
"ENSGALG00000029831"	292	107	44	38	30
"ENSGALG00000029836"	20	1	173	682	2
"ENSGALG00000029857"	93	253	195	1296	37
"ENSGALG00000029862"	14	13	264	0	5
"ENSGALG00000029863"	1651	13	2259	1	3
"ENSGALG00000029917"	99	323	8	1	650
"ENSGALG00000029932"	17	21	254	65	21
"ENSGALG00000029971"	0	0	1684	2601	1
"ENSGALG00000030002"	6	15	2125	2634	1
"ENSGALG00000030008"	93	142	110	1015	28
"ENSGALG00000030011"	325	367	3055	435	112
"ENSGALG00000030025"	5	659	45	2	30
"ENSGALG00000030030"	320	4	13	0	0
"ENSGALG00000030031"	4	3	80	303	0
"ENSGALG00000030032"	4208	0	32	93	3
"ENSGALG00000030034"	3	173	17952	11437	11
"ENSGALG00000030038"	625	842	901	109121	407
"ENSGALG00000030054"	5076	20	13	5	5
"ENSGALG00000030064"	514	1656	187	46	3039
"ENSGALG00000030065"	1753	221	772	58	429
"ENSGALG00000030068"	15574	457	335	125	197
"ENSGALG00000030075"	4	48	3560	1196	0
"ENSGALG00000030087"	697	4	14	4	3
"ENSGALG00000030095"	91	56	489	56	15
"ENSGALG00000030101"	1273	3	23	3	2
"ENSGALG00000030121"	3	5	1446	325	0
"ENSGALG00000030151"	1622	9	16	0	4
"ENSGALG00000030153"	119	125	739	65	54
"ENSGALG00000030164"	344	959	4430	2508	140
"ENSGALG00000030175"	1173	165	481	45	52
"ENSGALG00000030187"	633	689	13174	4974	414
"ENSGALG00000030229"	1938	32	28	9	13
"ENSGALG00000030247"	52	49	51	29	19993
"ENSGALG00000030250"	1577	28	2	1	1
"ENSGALG00000030251"	2188	25	1	0	0
"ENSGALG00000030255"	1	6	534	27946	13
"ENSGALG00000030276"	693	37	50	235	13
"ENSGALG00000030287"	2106	1	0	0	1
"ENSGALG00000030303"	27	91	150	934	37
"ENSGALG00000030324"	1422	43	85	20	1
"ENSGALG00000030344"	1331	385	1969	136	51
"ENSGALG00000030372"	276	14	17	3	36
"ENSGALG00000030397"	12	251	141	56	6
"ENSGALG00000030406"	2188	334	328	203	73
"ENSGALG00000030407"	98	199	1264	1293	87
"ENSGALG00000030419"	996	125	758	52	2108
"ENSGALG00000030450"	1739	222	368	61	68
"ENSGALG00000030455"	1313	78	76	14	24
"ENSGALG00000030481"	496	107	174	91	39
"ENSGALG00000030511"	652	775	5873	980	150
"ENSGALG00000030512"	589	3	23	4	1117
"ENSGALG00000030516"	162	0	1321	0	1
"ENSGALG00000030526"	49	11	6	370	5
"ENSGALG00000030530"	1	1500	9	55	0
"ENSGALG00000030534"	376	85	5	1	3
"ENSGALG00000030550"	10860	206	783	379	277
"ENSGALG00000030552"	321	35	1619	281	59
"ENSGALG00000030554"	647	183	18	244	87
"ENSGALG00000030576"	599	1	1	0	1
"ENSGALG00000030585"	1144	161	44	45	24
"ENSGALG00000030588"	349	0	0	0	0
"ENSGALG00000030607"	334	7	970	5	4
"ENSGALG00000030614"	10	13	10710	14075	25
"ENSGALG00000030643"	336	64	39	13	11
"ENSGALG00000030673"	3092	208	26	37	54
"ENSGALG00000030676"	923	118	3	2	2
"ENSGALG00000030687"	4866	8	18	1	2
"ENSGALG00000030706"	13	216	929	96	27
"ENSGALG00000030710"	540	98	115	60	19
"ENSGALG00000030719"	590	16	500	217	4
"ENSGALG00000030732"	1870	60	372	41	65
"ENSGALG00000030767"	35	13	299	1	0
"ENSGALG00000030773"	128	317	230	2432	130
"ENSGALG00000030776"	364	267	236	2062	102
"ENSGALG00000030781"	2278	1002	7151	251	1108
"ENSGALG00000030836"	1610	31	7	37	14
"ENSGALG00000030845"	1795	67	71	42	36
"ENSGALG00000030858"	305	125	6	0	431
"ENSGALG00000030866"	165	142	708	205	31
"ENSGALG00000030908"	6185	489	37	4	19
"ENSGALG00000030913"	1464	19	15	3	2
"ENSGALG00000030920"	4	13	1691	22006	5
"ENSGALG00000030929"	1794	4	0	1	0
"ENSGALG00000030941"	428	57	161	47	18
"ENSGALG00000030964"	43	81	17	10	425
"ENSGALG00000030985"	5	43181	81	2	3
"ENSGALG00000030988"	38	2622	342	28	30
"ENSGALG00000030991"	35	133	443	0	2
"ENSGALG00000031010"	536	0	0	0	0
"ENSGALG00000031062"	1157	357	222	154	142
"ENSGALG00000031105"	1689	71	4600	367	350
"ENSGALG00000031117"	504	50	64	47	8
"ENSGALG00000031122"	538	24	42	10	8
"ENSGALG00000031164"	0	1	895	32	0
"ENSGALG00000031170"	402	2	9	0	3
"ENSGALG00000031243"	613	425	2406	448	252
"ENSGALG00000031248"	47	150	1094	596	72
"ENSGALG00000031255"	551	436	18	1	25
"ENSGALG00000031266"	281	2	13	5	5
"ENSGALG00000031274"	3182	26	20	1	35
"ENSGALG00000031293"	157	5	311	4561	1
"ENSGALG00000031313"	1124	7	18	5	8
"ENSGALG00000031331"	225	817	126	81	110
"ENSGALG00000031372"	842	1	1	0	165
"ENSGALG00000031373"	373	17	6	2	8
"ENSGALG00000031381"	1259	191	576	234	89
"ENSGALG00000031387"	11726	1300	2812	564	673
"ENSGALG00000031388"	1134	272	428	139	91
"ENSGALG00000031408"	628	447	20182	3460	329
"ENSGALG00000031410"	0	0	624	259	1
"ENSGALG00000031411"	140	1037	152	1450	133
"ENSGALG00000031425"	163	400	150	61	958
"ENSGALG00000031427"	889	7	1	0	1
"ENSGALG00000031449"	342	18	25	0	5
"ENSGALG00000031450"	208	45	3432	52	20
"ENSGALG00000031482"	1495	146	197	91	34
"ENSGALG00000031487"	692	113	177	28	13
"ENSGALG00000031495"	5084	2229	706	303	1156
"ENSGALG00000031496"	91	151	181	170800	93
"ENSGALG00000031519"	1369	160	174	27	883
"ENSGALG00000031527"	610	106	271	8	6
"ENSGALG00000031546"	3	393	860	1430	5
"ENSGALG00000031551"	3022	1031	6589	657	663
"ENSGALG00000031563"	386	2368	10688	2392	706
"ENSGALG00000031564"	1237	4	0	0	2
"ENSGALG00000031565"	94	1646	31	26	6
"ENSGALG00000031570"	275	34	313	36	21
"ENSGALG00000031572"	344	25	8	1	1
"ENSGALG00000031578"	561	2	1	0	2
"ENSGALG00000031590"	779	15	26	6	3
"ENSGALG00000031597"	240	3455	2198	721	97
"ENSGALG00000031615"	10926	11	249	1	4
"ENSGALG00000031652"	4267	7	3	2	13
"ENSGALG00000031656"	42	10	6	0	1220
"ENSGALG00000031693"	40	13	11	378	5
"ENSGALG00000031707"	9	10	3715	7	6
"ENSGALG00000031720"	1339	19	32	5	29
"ENSGALG00000031734"	79	18	698	202	8
"ENSGALG00000031737"	1	0	736	0	9
"ENSGALG00000031754"	440	69	68	4	117
"ENSGALG00000031758"	25	21	849	59	0
"ENSGALG00000031762"	10	30	993	863	8
"ENSGALG00000031776"	4151	173	305	85	68
"ENSGALG00000031786"	635	22	807	54	108
"ENSGALG00000031821"	2380	277	361	128	1039
"ENSGALG00000031826"	7	1361	19	4	1494
"ENSGALG00000031860"	100	609	2810	949	230
"ENSGALG00000031862"	1825	29	69	59	3
"ENSGALG00000031872"	12	23	918	680	78
"ENSGALG00000031890"	180	1754	1343	753	8680
"ENSGALG00000031895"	897	553	56	66	24
"ENSGALG00000031916"	521	13	83	102	7
"ENSGALG00000031960"	340	138	85	25	33
"ENSGALG00000031971"	732	1	23	2	0
"ENSGALG00000031977"	273	2	14	1	0
"ENSGALG00000031987"	3424	108	1106	308	23
"ENSGALG00000032004"	663	167	133	80	26
"ENSGALG00000032022"	1017	4	86	1	5
"ENSGALG00000032028"	327	17	25	430	16
"ENSGALG00000032060"	258	25	38	0	2
"ENSGALG00000032073"	310	0	0	0	1
"ENSGALG00000032087"	15	5	42	402	0
"ENSGALG00000032097"	7	936	0	1	0
"ENSGALG00000032146"	318	3	22	115	2
"ENSGALG00000032181"	1101	87	376	567	31
"ENSGALG00000032184"	3408	5	2	0	3
"ENSGALG00000032191"	22	215	372	39	7
"ENSGALG00000032220"	144	1914	251	95	188
"ENSGALG00000032231"	54	102	943	15016	20
"ENSGALG00000032239"	419	15	24	1272	1
"ENSGALG00000032247"	1469	16731	53814	2897	1823
"ENSGALG00000032282"	702	0	4826	4	1
"ENSGALG00000032287"	16867	31389	3050	1239	433
"ENSGALG00000032320"	2216	9	4	2	1
"ENSGALG00000032329"	46	27	79	55	279
"ENSGALG00000032335"	1858	252	586	166	106
"ENSGALG00000032336"	156	125	7476	1402	24
"ENSGALG00000032361"	1615	17	6	0	28
"ENSGALG00000032372"	341	92	3957	2385	50
"ENSGALG00000032373"	809	1742	84	23	478
"ENSGALG00000032385"	48	74	217	3357	3177
"ENSGALG00000032386"	1441	242	18	51	145
"ENSGALG00000032404"	0	0	0	0	3860
"ENSGALG00000032415"	6381	7	0	0	3
"ENSGALG00000032418"	3482	152	37	5	51
"ENSGALG00000032440"	1240	142	28	24	108
"ENSGALG00000032452"	1003	74	88	19	52
"ENSGALG00000032467"	38	45	976	133	275
"ENSGALG00000032506"	67	296	185	18	29
"ENSGALG00000032518"	7849	91	68	241	38
"ENSGALG00000032534"	216	14743	45	36	27707
"ENSGALG00000032554"	615	1	10	0	1
"ENSGALG00000032563"	2845	607	805	326	383
"ENSGALG00000032570"	2312	123	153	77	101
"ENSGALG00000032577"	96	429	1415	28	63
"ENSGALG00000032618"	477	21	63	41	5
"ENSGALG00000032619"	9	13	33	10	11413
"ENSGALG00000032628"	3823	133	244	37	3
"ENSGALG00000032658"	1787	218	224	294	27
"ENSGALG00000032659"	152	120	116	55	570
"ENSGALG00000032702"	714	244	1904	338	52
"ENSGALG00000032713"	0	2	30	729	0
"ENSGALG00000032723"	745	150	43	23	10
"ENSGALG00000032740"	33	3	259	0	24
"ENSGALG00000032746"	1922	92	23	617	20
"ENSGALG00000032750"	2580	10	21	3	10
"ENSGALG00000032768"	671	46	49	140	12
"ENSGALG00000032776"	1495	146	193	126	128
"ENSGALG00000032784"	22	12	285	11	1
"ENSGALG00000032789"	133	161	6	0	746
"ENSGALG00000032836"	342	12	612	279	5
"ENSGALG00000032845"	4	277	1	0	572
"ENSGALG00000032856"	1491	106	95	3397	47
"ENSGALG00000032889"	1292	4	4	3	3
"ENSGALG00000032903"	685	49	172	40	49
"ENSGALG00000032922"	885	1046	13337	6911	523
"ENSGALG00000032937"	1239	1	0	0	2
"ENSGALG00000032941"	332	0	0	0	0
"ENSGALG00000032955"	86	326	99	27	6
"ENSGALG00000032958"	3765	4	71	35	25
"ENSGALG00000032975"	3210	48	145	5	265
"ENSGALG00000032980"	808	2	2	2	0
"ENSGALG00000032986"	16	35	251	11	9
"ENSGALG00000032997"	137	533	90	27	123
"ENSGALG00000033009"	1050	210	364	43	20
"ENSGALG00000033051"	942	89	614	260	22
"ENSGALG00000033061"	12657	324	459	153	57
"ENSGALG00000033090"	18	24	1506	36	4
"ENSGALG00000033091"	693	482	62	6	122
"ENSGALG00000033139"	223	353	8	57	69
"ENSGALG00000033171"	46	297	12	4	3
"ENSGALG00000033183"	1110	0	0	0	0
"ENSGALG00000033186"	194	130	2834	267	34
"ENSGALG00000033203"	20	1299	157	110	1723
"ENSGALG00000033206"	884	128	303	61	84
"ENSGALG00000033244"	472	102	40	35	33
"ENSGALG00000033256"	133	60	716	43	32
"ENSGALG00000033271"	21	7044	46	24	64330
"ENSGALG00000033286"	31	418	8	2	15
"ENSGALG00000033293"	6849	157	83	42	64
"ENSGALG00000033295"	32	480	29	11	75
"ENSGALG00000033338"	1213	23	4981	1207	26
"ENSGALG00000033353"	393	0	0	0	0
"ENSGALG00000033376"	743	12	601	43378	33
"ENSGALG00000033405"	2000	129	275	9	29
"ENSGALG00000033407"	398	3	9	0	0
"ENSGALG00000033453"	73	56	121	34	344
"ENSGALG00000033461"	102	23	18	3	2937
"ENSGALG00000033470"	533	76	109	20	43
"ENSGALG00000033507"	131	52	434	77	12
"ENSGALG00000033510"	7	415	1028	610	4
"ENSGALG00000033520"	0	8	368	79	1
"ENSGALG00000033522"	24	1925	327	153	39
"ENSGALG00000033530"	422	436	2708	1438	148
"ENSGALG00000033535"	1312	4	0	0	186
"ENSGALG00000033541"	1042	39	26	3	7
"ENSGALG00000033561"	463	7	1	2	4
"ENSGALG00000033589"	1537	5	7	3	4
"ENSGALG00000033591"	617	0	9	0	16
"ENSGALG00000033593"	350	69	33	23	18
"ENSGALG00000033618"	4320	615	1631	270	167
"ENSGALG00000033653"	430	15	2	3	1
"ENSGALG00000033663"	7426	674	1311	441	640
"ENSGALG00000033677"	482	310	16107	10571	1950
"ENSGALG00000033694"	185	446	1966	764	59
"ENSGALG00000033739"	251	0	248	3	0
"ENSGALG00000033783"	82	13	646	20	3
"ENSGALG00000033791"	516	11	9	0	3
"ENSGALG00000033807"	978	60	616	237	49
"ENSGALG00000033811"	5287	24	83	9	11
"ENSGALG00000033813"	864	170	272	68	149
"ENSGALG00000033857"	206	60	804	57	88
"ENSGALG00000033883"	876	411	95	172	0
"ENSGALG00000033885"	1793	75	178	46	13
"ENSGALG00000033925"	1099	10	16	10	2
"ENSGALG00000033943"	111	40	781	128	32
"ENSGALG00000033954"	397	239	1486	174	133
"ENSGALG00000033960"	2979	21	12	2	49
"ENSGALG00000033966"	1424	178	1606	16	69
"ENSGALG00000033993"	847	452	2606	429	366
"ENSGALG00000034004"	3419	642	1444	692	131
"ENSGALG00000034009"	1406	212	692	337	32
"ENSGALG00000034020"	1962	99	675	36	12
"ENSGALG00000034024"	764	609	108	28	58
"ENSGALG00000034025"	1091	38	38	10	4
"ENSGALG00000034044"	954	174	288	130	100
"ENSGALG00000034048"	1147	233	67	33	17
"ENSGALG00000034067"	813	302	57	40	65
"ENSGALG00000034069"	566	38	121	40	46
"ENSGALG00000034070"	1845	0	0	0	1
"ENSGALG00000034077"	82	5	343	51	6
"ENSGALG00000034081"	1123	198	95	11	68
"ENSGALG00000034083"	46	49	52	28	2223
"ENSGALG00000034085"	0	28	870	85	6
"ENSGALG00000034099"	3156	247	472	153	144
"ENSGALG00000034107"	14	4171	42	17	2536
"ENSGALG00000034109"	2172	61	21	1	16
"ENSGALG00000034118"	78	325	112	17	39
"ENSGALG00000034119"	17	676	9	8	903
"ENSGALG00000034187"	2152	514	756	300	166
"ENSGALG00000034216"	1237	117	174	109	93
"ENSGALG00000034250"	498	120	106	63	65
"ENSGALG00000034278"	815	5	16	1	0
"ENSGALG00000034281"	5678	153	345	431	1262
"ENSGALG00000034282"	1407	56	98	45	21
"ENSGALG00000034284"	392	386	1723	468	113
"ENSGALG00000034294"	0	1	488	7	5
"ENSGALG00000034297"	33	150	566	247	16
"ENSGALG00000034317"	2833	293	209	130	189
"ENSGALG00000034325"	1520	1	1	0	7
"ENSGALG00000034326"	394	7	3	1	1
"ENSGALG00000034337"	1378	77	410	10	409
"ENSGALG00000034344"	300	102	95	85	1377
"ENSGALG00000034347"	4656	108	293	171	26
"ENSGALG00000034354"	919	230	840	2587	221
"ENSGALG00000034373"	380	103	141	42	25
"ENSGALG00000034427"	38	1	3	2280	2506
"ENSGALG00000034456"	271	1294	199	32	300
"ENSGALG00000034458"	61	1310	29	3	724
"ENSGALG00000034474"	0	0	1289	7	0
"ENSGALG00000034493"	578	33	23	83	11
"ENSGALG00000034498"	3983	23	18	1	10
"ENSGALG00000034500"	99	39	1636	1035	7
"ENSGALG00000034502"	6763	55	158	8	21
"ENSGALG00000034507"	1058	143	108	37	40
"ENSGALG00000034562"	682	105	162	84	59
"ENSGALG00000034573"	1416	637	1015	414	8963
"ENSGALG00000034574"	10	0	279	0	0
"ENSGALG00000034590"	1565	166	49	40	485
"ENSGALG00000034605"	1362	13	4	2	2
"ENSGALG00000034615"	1074	518	176	185	10828
"ENSGALG00000034688"	312	42	109	46	18
"ENSGALG00000034698"	0	0	1196	0	0
"ENSGALG00000034772"	171	79	8548	2884	91
"ENSGALG00000034806"	48	200	1231	41	25
"ENSGALG00000034821"	531	402	995	3938	364
"ENSGALG00000034898"	486	51	77	26	11
"ENSGALG00000034907"	0	2	486	7	18
"ENSGALG00000034917"	320	471	2831	1515	100
"ENSGALG00000034939"	1585	240	235	55	27
"ENSGALG00000034950"	1319	9	70	2	6
"ENSGALG00000034960"	37	6	63	2683	1
"ENSGALG00000034964"	38	61	476	110	15
"ENSGALG00000034967"	3837	915	524	1684	39
"ENSGALG00000034970"	71	115	16	23	561
"ENSGALG00000034971"	930	249	184	79	16
"ENSGALG00000034992"	781	217	245	49	79
"ENSGALG00000035026"	88	22	293	128	2
"ENSGALG00000035027"	225	0	339	0	0
"ENSGALG00000035028"	254	51	97	35	12
"ENSGALG00000035031"	566	314	36	17	189
"ENSGALG00000035051"	1161	1	102	1	0
"ENSGALG00000035058"	12513	9	0	1	2
"ENSGALG00000035060"	12	23	180	268	13
"ENSGALG00000035063"	468	46	67	7	37
"ENSGALG00000035065"	681	200	19	41	7
"ENSGALG00000035081"	353	3	0	0	1
"ENSGALG00000035099"	791	17	98	1	20
"ENSGALG00000035184"	1696	269	42	0	11
"ENSGALG00000035185"	826	38	17	13	6
"ENSGALG00000035194"	81	492	80	154	64
"ENSGALG00000035202"	2252	109	64	20	11
"ENSGALG00000035207"	23	7	50	3162	6
"ENSGALG00000035219"	246	513	96	1226166	1086
"ENSGALG00000035230"	1217	5	6	0	1
"ENSGALG00000035369"	622	395	264	467	2555
"ENSGALG00000035378"	758	61	69	38	31
"ENSGALG00000035387"	513	0	39	0	0
"ENSGALG00000035429"	331	23	9	3	9
"ENSGALG00000035466"	1296	1115	12	17	76
"ENSGALG00000035492"	2147	369	83	92	112
"ENSGALG00000035504"	1493	177	267	27	66
"ENSGALG00000035535"	479	845	328	89	2917
"ENSGALG00000035561"	269	318	1563	238	166
"ENSGALG00000035580"	2320	77	292	102	22
"ENSGALG00000035584"	377	19283	2504	1522	7779
"ENSGALG00000035594"	24	3840	27	4	1
"ENSGALG00000035596"	859	1139	906	1072	5632
"ENSGALG00000035599"	3071	34	3883	152	427
"ENSGALG00000035602"	281	73	18	0	7
"ENSGALG00000035619"	0	0	624	1643	21
"ENSGALG00000035636"	308	1795	5630	1324	741
"ENSGALG00000035673"	2963	4	4	1	1
"ENSGALG00000035679"	1061	1	10	1	3
"ENSGALG00000035701"	272	534	2995	240	68
"ENSGALG00000035737"	273	5	109	0	0
"ENSGALG00000035761"	49	25	9	7	628
"ENSGALG00000035803"	5	207	20	29332	8
"ENSGALG00000035819"	41	20	1123	241	0
"ENSGALG00000035842"	194	81	1864	88	21
"ENSGALG00000035845"	583	270	9	302	11942
"ENSGALG00000035850"	71	218	4307	675	11
"ENSGALG00000035853"	140	67	1819	233	79
"ENSGALG00000035879"	391	3390	68	30	2631
"ENSGALG00000035911"	563	56	124	68	22
"ENSGALG00000035913"	0	5	3	2	1263
"ENSGALG00000035916"	1796	57	575	43	1
"ENSGALG00000035923"	180	146	1583	887	10
"ENSGALG00000035927"	2713	42	327	1372	57
"ENSGALG00000035930"	1916	17	6	10	5
"ENSGALG00000035940"	1995	57	419	179	46
"ENSGALG00000035946"	777	167	29	13	56
"ENSGALG00000035949"	280	278	3591	1095	105
"ENSGALG00000035960"	19	102	1026	13	10
"ENSGALG00000035993"	175	215	2320	758	187
"ENSGALG00000036005"	521	198	134	38	43
"ENSGALG00000036021"	548	10	19	12	198
"ENSGALG00000036042"	821	35	39	10	30
"ENSGALG00000036095"	220	165	924	38	79
"ENSGALG00000036111"	12553	85	378	34	12
"ENSGALG00000036189"	1497	241	245	46	67
"ENSGALG00000036190"	0	0	0	3836	0
